applicant_id,gender,married,dependents,education,employment_type,applicant_income,existing_emi,loan_amount,loan_term_months,credit_history,region,age,application_date,default_status
APP000101,Male,Yes,2,Graduate,Salaried,67732,2393,132000,84,Good,South,30,01-12-2024,0
APP004291,Male,Yes,3,Graduate,Self-Employed,27734,4630,181000,360,Bad,East,27,24-10-2023,1
APP005588,Male,Yes,2,Not Graduate,Self-Employed,152243,14639,68000,240,Good,East,49,30-07-2024,0
APP004974,Female,No,0,Graduate,Salaried,31416,242,54000,120,Good,South,36,18-05-2023,0
APP001638,Male,No,0,Not Graduate,Self-Employed,38764,12491,90000,120,Good,North,52,24-08-2023,0
APP003415,Female,Yes,0,Not Graduate,Self-Employed,69232,21478,94000,60,Good,South,56,26-04-2023,0
APP005990,Female,Yes,1,Graduate,Salaried,16513,5205,222000,84,Bad,South,37,22-10-2023,0
APP005710,Female,No,1,Graduate,Salaried,36392,11283,88000,84,Good,East,50,10-10-2023,0
APP005702,Male,Yes,1,Graduate,Self-Employed,47747,8160,57000,48,Good,West,46,08-01-2023,0
APP000068,Female,No,0,Graduate,Salaried,73611,22236,78000,180,Good,West,40,13-08-2023,0
APP002382,Female,Yes,2,Graduate,Salaried,29091,924,101000,360,No History,North,28,16-07-2023,0
APP003689,Male,Yes,3,Graduate,Self-Employed,57411,8208,199000,180,Bad,North,46,16-04-2023,0
APP003481,Male,Yes,3,Not Graduate,Self-Employed,31797,6077,124000,24,Good,West,41,09-10-2024,0
APP001544,Male,Yes,1,Graduate,Salaried,51354,1855,68000,84,Good,North,39,10-04-2024,0
APP004417,Male,No,2,Graduate,Salaried,36909,1364,151000,120,Good,East,38,25-06-2023,0
APP002270,Male,Yes,0,Not Graduate,Salaried,48644,616,111000,84,Good,North,26,21-03-2023,0
APP000373,Male,Yes,2,Not Graduate,Salaried,61092,6094,93000,360,Good,South,26,21-03-2023,0
APP001454,Male,Yes,1,Graduate,Self-Employed,32473,2742,398000,240,Good,North,32,24-07-2024,0
APP004735,Male,No,2,Graduate,Salaried,107850,8535,105000,120,Good,West,36,02-10-2023,0
APP003257,Female,No,1,Graduate,Self-Employed,58607,12920,185000,24,Good,South,27,17-07-2024,0
APP001556,Male,No,0,Graduate,Salaried,48644,566,105000,180,Good,West,46,10-07-2024,0
APP000494,Male,Yes,1,Not Graduate,Salaried,27165,9156,111000,60,Bad,West,28,23-05-2024,1
APP005289,Male,No,0,Graduate,Salaried,114653,24406,223000,180,Bad,South,51,11-01-2023,1
APP004134,Female,Yes,3,Not Graduate,Self-Employed,98671,1595,130000,180,Good,South,27,22-08-2024,0
APP001826,Male,Yes,1,Not Graduate,Self-Employed,90369,7454,110000,84,Good,East,55,22-12-2024,0
APP001858,Male,No,1,Graduate,Self-Employed,56843,15624,86000,240,Bad,North,21,25-10-2024,1
APP004214,Male,Yes,0,Graduate,Salaried,45209,4621,85000,180,Good,East,35,29-04-2024,0
APP001770,Male,Yes,0,Graduate,Self-Employed,25195,2833,121000,240,No History,West,42,08-08-2023,0
APP004584,Female,Yes,2,Graduate,Salaried,21055,6062,99000,36,Bad,West,36,21-08-2024,0
APP001330,Male,No,0,Not Graduate,Self-Employed,72937,23502,91000,84,Good,North,32,03-08-2024,0
APP003909,Male,Yes,1,Graduate,Self-Employed,119297,10696,130000,240,Good,West,45,28-09-2023,0
APP002773,Female,Yes,0,Graduate,Self-Employed,33961,2925,64000,48,Good,North,45,09-10-2024,0
APP005546,Male,No,2,Graduate,Self-Employed,60800,19914,95000,360,Good,North,35,15-10-2024,0
APP000986,Male,Yes,3,Not Graduate,Salaried,42448,10525,55000,180,Good,South,39,04-11-2024,1
APP003256,Male,No,1,Graduate,Salaried,40391,13424,37000,48,Good,East,48,10-04-2024,0
APP000664,Male,Yes,4,Graduate,Self-Employed,48644,13561,54000,60,Bad,North,57,08-11-2024,0
APP003259,Male,Yes,0,Not Graduate,Self-Employed,95328,24005,83000,360,Good,West,45,10-06-2024,0
APP002117,Male,No,0,Graduate,Salaried,197099,34820,37000,180,Good,West,29,09-11-2024,0
APP001114,Male,No,4,Graduate,Salaried,36321,5490,87000,84,No History,South,46,29-07-2024,0
APP001245,Female,No,4,Not Graduate,Salaried,121701,32358,86000,60,No History,South,36,14-08-2024,1
APP001024,Female,Yes,0,Not Graduate,Salaried,27633,5806,50000,60,Good,East,21,19-03-2024,0
APP001442,Male,No,1,Graduate,Salaried,23712,4420,66000,48,No History,South,37,11-07-2023,0
APP004411,Male,No,0,Not Graduate,Self-Employed,56212,5094,164000,24,Good,South,48,22-04-2023,0
APP000916,Male,Yes,0,Graduate,Salaried,116134,37076,71000,180,Good,West,40,30-05-2024,0
APP001336,Female,Yes,0,Not Graduate,Salaried,89632,12046,145000,84,Good,West,32,24-03-2024,0
APP004357,Male,No,1,Graduate,Salaried,45610,6283,423000,36,Good,East,28,07-08-2023,1
APP005905,Male,No,3,Graduate,Self-Employed,31691,2703,239000,12,Good,West,37,10-05-2024,0
APP002840,Male,Yes,2,Not Graduate,Self-Employed,49831,2806,77000,84,Good,West,28,05-01-2023,0
APP000532,Female,Yes,1,Not Graduate,Salaried,61673,7973,98000,84,Bad,West,25,21-01-2023,0
APP000079,Male,Yes,2,Graduate,Salaried,74315,8446,99000,60,Good,West,21,08-06-2023,0
APP003630,Female,No,3,Graduate,Self-Employed,56463,9887,187000,48,Good,North,48,01-02-2023,0
APP003028,Female,Yes,2,Not Graduate,Self-Employed,24006,3136,52000,120,Good,East,49,07-03-2023,0
APP003748,Male,Yes,2,Graduate,Self-Employed,23360,2143,36000,120,Good,North,38,11-07-2024,0
APP003224,Male,No,0,Graduate,Self-Employed,155542,24065,95000,240,No History,West,34,24-06-2024,0
APP002002,Male,Yes,1,Not Graduate,Salaried,33716,5046,91000,120,Good,West,49,06-05-2023,0
APP004869,Female,Yes,0,Graduate,Self-Employed,14638,4549,58000,84,Good,East,29,03-03-2024,0
APP001167,Female,Yes,0,Graduate,Salaried,50044,15232,75000,120,Good,South,38,23-12-2024,0
APP004497,Male,Yes,3,Graduate,Self-Employed,18538,2694,70000,36,No History,West,39,02-09-2024,0
APP001091,Female,Yes,1,Graduate,Salaried,26552,2400,494000,84,Good,North,26,23-06-2024,0
APP004483,Male,Yes,1,Graduate,Salaried,34909,8159,36000,24,Bad,North,24,26-12-2024,0
APP005901,Female,No,2,Graduate,Salaried,40844,9816,173000,48,Good,North,40,17-12-2024,0
APP005324,Female,No,4,Graduate,Salaried,62221,21326,127000,240,Good,East,32,16-02-2023,0
APP001408,Female,Yes,2,Not Graduate,Salaried,82925,53,108000,180,Good,East,32,01-02-2024,0
APP005576,Male,Yes,1,Graduate,Self-Employed,60621,3524,159000,120,Good,South,21,11-01-2024,0
APP004143,Male,No,2,Graduate,Salaried,63248,13523,103000,180,Good,East,47,01-09-2024,0
APP002774,Male,Yes,0,Graduate,Self-Employed,14285,2881,111000,240,Good,East,32,09-10-2024,0
APP005235,Male,Yes,0,Not Graduate,Salaried,37510,9418,161000,84,No History,East,21,09-09-2024,1
APP002951,Female,Yes,3,Graduate,Self-Employed,43551,1123,122000,48,Good,West,40,06-09-2023,0
APP001060,Female,Yes,3,Graduate,Self-Employed,12350,146,330000,60,Good,East,37,23-07-2024,0
APP005447,Male,Yes,0,Not Graduate,Self-Employed,112410,19364,114000,240,Good,North,32,17-12-2023,0
APP003193,Female,Yes,1,Graduate,Self-Employed,41151,7271,156000,240,Good,West,38,05-01-2023,0
APP005410,Male,No,3,Graduate,Self-Employed,74168,21703,145000,180,Good,South,37,23-08-2023,0
APP001407,Female,Yes,0,Graduate,Salaried,50217,13354,52000,240,Good,North,22,03-04-2024,0
APP004599,Male,Yes,1,Graduate,Self-Employed,106498,9241,21000,84,Good,West,46,23-05-2024,0
APP002685,Male,No,0,Graduate,Self-Employed,75366,1861,137000,36,Good,East,22,28-01-2023,0
APP000229,Female,Yes,1,Not Graduate,Self-Employed,41138,269,117000,24,Good,South,37,07-06-2023,0
APP004376,Male,Yes,2,Graduate,Self-Employed,62720,9725,47000,240,No History,West,31,07-07-2023,1
APP001307,Female,Yes,1,Graduate,Self-Employed,76967,21370,70000,48,Good,North,31,02-01-2024,0
APP001280,Male,Yes,1,Graduate,Salaried,62667,8804,104000,60,Good,South,59,11-12-2024,0
APP003595,Male,Yes,0,Not Graduate,Salaried,44889,2108,77000,240,Good,South,40,07-02-2023,0
APP000743,Female,No,3,Graduate,Salaried,44649,8640,124000,180,Good,West,52,25-01-2023,1
APP005200,Male,Yes,4,Graduate,Salaried,30782,6381,203000,84,Good,West,41,30-07-2023,0
APP002858,Male,Yes,4,Graduate,Salaried,53818,1576,38000,12,Bad,East,49,23-05-2024,0
APP001282,Female,Yes,0,Not Graduate,Salaried,89483,3802,58000,60,Good,South,35,12-02-2023,1
APP004222,Female,Yes,2,Graduate,Salaried,36296,4168,91000,84,Good,North,41,16-01-2024,0
APP000723,Male,No,1,Not Graduate,Salaried,83853,26719,165000,36,Good,East,56,16-09-2023,0
APP004186,Female,Yes,3,Graduate,Salaried,37077,2172,104000,120,Good,West,45,16-05-2023,0
APP001548,Male,No,0,Graduate,Salaried,48644,12489,370000,60,Good,West,43,15-12-2024,0
APP004267,Female,No,2,Graduate,Self-Employed,33633,2562,69000,120,No History,West,31,31-01-2024,0
APP001691,Male,Yes,1,Graduate,Self-Employed,100351,27419,84000,60,Bad,North,51,11-02-2023,1
APP003191,Male,Yes,0,Graduate,Salaried,24560,6255,52000,36,Good,West,44,08-03-2023,0
APP003892,Male,Yes,0,Not Graduate,Salaried,94349,24855,142000,120,Good,West,42,22-09-2024,0
APP005747,Female,Yes,1,Not Graduate,Salaried,139435,36243,84000,84,Good,South,40,27-04-2023,0
APP005861,Male,Yes,3,Graduate,Salaried,46880,8100,99000,12,Good,North,38,03-05-2023,0
APP000508,Female,Yes,1,Graduate,Salaried,77715,3679,116000,60,Good,North,39,02-06-2024,0
APP004824,Male,Yes,0,Graduate,Salaried,147955,28828,165000,360,Good,North,53,02-03-2023,0
APP002806,Female,No,0,Graduate,Self-Employed,15275,3464,92000,36,Good,South,57,18-06-2024,0
APP001147,Female,No,1,Graduate,Salaried,31270,6206,193000,84,Good,West,53,17-01-2024,0
APP005551,Male,Yes,0,Not Graduate,Salaried,86960,23514,32000,240,Good,North,62,11-06-2023,0
APP001773,Female,No,0,Graduate,Salaried,88076,28176,35000,360,Good,East,37,07-07-2023,0
APP000135,Female,No,0,Graduate,Salaried,54448,449,50000,60,Good,East,45,01-10-2024,0
APP001389,Female,No,3,Graduate,Self-Employed,46030,11233,257000,36,Good,North,59,04-01-2023,0
APP002278,Male,Yes,0,Graduate,Salaried,108447,956,108000,36,Good,North,40,12-11-2024,0
APP002566,Male,Yes,2,Graduate,Salaried,27383,8013,333000,120,Good,East,26,08-12-2023,0
APP003529,Female,Yes,3,Graduate,Salaried,36855,10258,159000,360,Good,North,38,06-01-2023,1
APP005008,Female,Yes,0,Graduate,Self-Employed,61289,19886,58000,240,Good,East,36,15-06-2023,0
APP004880,Female,Yes,4,Graduate,Salaried,69539,4153,146000,240,Good,North,21,09-07-2023,0
APP004789,Male,Yes,2,Graduate,Self-Employed,86360,29619,204000,60,Good,West,31,19-10-2023,0
APP005319,Male,Yes,0,Graduate,Salaried,18499,2039,75000,60,Good,East,31,25-07-2023,0
APP003789,Male,Yes,3,Graduate,Self-Employed,43110,11912,38000,84,Good,North,55,02-05-2024,0
APP005491,Male,Yes,1,Graduate,Self-Employed,15776,111,473000,12,Good,East,39,01-11-2024,0
APP003407,Female,Yes,0,Graduate,Salaried,20142,5477,56000,360,Good,West,25,30-01-2024,0
APP005535,Male,Yes,3,Graduate,Salaried,38769,1580,657000,24,Good,East,62,11-01-2023,0
APP002467,Male,Yes,0,Not Graduate,Salaried,130160,4570,155000,36,Bad,West,51,26-02-2024,1
APP003746,Male,Yes,4,Not Graduate,Salaried,20882,3872,44000,36,Good,West,53,15-04-2023,1
APP002115,Female,No,3,Graduate,Salaried,51567,15966,51000,240,Good,North,44,01-06-2023,0
APP003452,Female,Yes,2,Graduate,Salaried,52944,4498,77000,120,Good,East,31,09-06-2024,0
APP000741,Male,Yes,2,Graduate,Salaried,39921,12872,111000,36,Good,East,46,30-03-2024,0
APP000714,Male,No,0,Not Graduate,Salaried,43389,2951,158000,84,Good,South,42,24-10-2023,0
APP003264,Male,Yes,2,Not Graduate,Salaried,165284,26158,74000,240,Good,North,38,20-07-2023,0
APP003860,Female,Yes,2,Graduate,Salaried,19930,3237,34000,120,Bad,North,52,29-08-2024,1
APP000196,Male,No,0,Graduate,Self-Employed,55894,10957,54000,12,Good,North,61,06-03-2024,0
APP003066,Male,No,0,Graduate,Self-Employed,41114,14164,27000,180,Bad,West,21,02-02-2023,0
APP005265,Female,Yes,2,Graduate,Salaried,16332,4127,153000,180,Good,East,28,08-04-2023,0
APP003446,Female,Yes,2,Graduate,Self-Employed,113616,7940,158000,360,No History,North,38,23-12-2024,0
APP003915,Female,Yes,1,Graduate,Salaried,14594,611,124000,240,Bad,East,52,16-01-2024,1
APP003055,Female,No,1,Not Graduate,Salaried,51969,10599,148000,84,Good,East,46,11-07-2023,0
APP002594,Male,Yes,3,Graduate,Salaried,72343,3332,583000,240,Good,North,21,28-11-2024,0
APP001311,Male,Yes,3,Graduate,Salaried,164573,2929,69000,36,Bad,South,50,26-02-2024,0
APP004464,Male,Yes,3,Graduate,Salaried,21134,5831,45000,180,Good,West,27,24-03-2023,0
APP000905,Male,No,2,Graduate,Salaried,154290,1774,73000,36,Good,North,35,23-08-2024,0
APP001819,Female,Yes,4,Graduate,Salaried,48585,1795,139000,84,Bad,North,40,05-09-2024,1
APP001217,Male,No,0,Graduate,Self-Employed,19600,5793,109000,360,Bad,North,34,29-09-2024,1
APP004929,Male,No,0,Not Graduate,Salaried,47640,371,221000,60,Good,North,32,02-06-2024,0
APP001003,Female,Yes,3,Graduate,Salaried,35748,8982,50000,60,No History,North,59,20-07-2023,0
APP001194,Female,Yes,0,Not Graduate,Salaried,30534,7958,273000,180,Good,West,34,30-01-2023,0
APP005806,Male,Yes,2,Graduate,Self-Employed,25731,3317,118000,120,Good,West,27,03-01-2024,0
APP001189,Male,Yes,2,Graduate,Self-Employed,97612,9401,118000,120,Good,East,35,19-09-2024,0
APP002887,Male,Yes,4,Graduate,Salaried,23810,387,76000,36,Good,West,43,04-05-2023,0
APP002332,Male,Yes,1,Graduate,Salaried,52283,4305,227000,60,Good,South,50,29-12-2024,0
APP001635,Female,Yes,2,Graduate,Salaried,42810,4385,188000,120,Good,West,30,12-12-2024,0
APP003679,Female,Yes,0,Graduate,Self-Employed,45226,2418,40000,84,Good,North,45,07-06-2023,0
APP004403,Male,No,1,Graduate,Self-Employed,48644,2153,62000,120,Good,West,41,19-11-2023,0
APP002703,Male,Yes,0,Graduate,Salaried,38252,1303,66000,12,Good,South,32,10-07-2023,0
APP003838,Male,Yes,1,Graduate,Self-Employed,19011,2832,75000,36,No History,West,43,01-05-2023,0
APP005488,Female,Yes,1,Graduate,Self-Employed,65295,14817,78000,60,Good,West,26,18-11-2023,0
APP004375,Male,Yes,2,Graduate,Salaried,74417,7827,273000,48,Good,South,21,01-11-2023,0
APP000832,Male,Yes,4,Graduate,Salaried,73927,5241,70000,24,Good,North,55,03-03-2023,0
APP001873,Male,No,1,Graduate,Salaried,47439,3200,99000,180,Bad,North,34,13-05-2024,1
APP005344,Male,Yes,0,Graduate,Salaried,41327,12893,116000,60,Good,North,52,08-08-2024,0
APP000378,Male,Yes,4,Graduate,Salaried,51256,13899,63000,240,No History,North,69,08-03-2024,1
APP000475,Male,No,2,Graduate,Salaried,92773,28758,378000,36,Good,East,44,29-09-2023,0
APP003956,Female,Yes,0,Not Graduate,Self-Employed,104723,8876,121000,36,No History,North,32,03-09-2023,0
APP005909,Male,No,3,Not Graduate,Self-Employed,56982,17615,158000,60,Good,West,43,08-07-2023,0
APP003356,Male,No,2,Graduate,Salaried,42323,13822,138000,360,Good,South,21,12-07-2024,0
APP000934,Male,No,0,Not Graduate,Salaried,22249,819,135000,60,Good,East,21,07-03-2023,0
APP002265,Female,Yes,0,Not Graduate,Self-Employed,74829,19218,271000,84,Bad,East,47,11-07-2023,0
APP002523,Male,No,0,Graduate,Self-Employed,72805,14096,104000,48,Good,North,30,11-06-2023,0
APP005892,Female,Yes,0,Not Graduate,Salaried,103158,3178,267000,240,Good,West,48,20-09-2023,0
APP001122,Female,No,0,Not Graduate,Salaried,28618,3134,43000,120,Good,East,27,30-05-2024,1
APP002144,Male,Yes,0,Not Graduate,Self-Employed,29901,1014,175000,48,Good,South,30,09-08-2023,0
APP000189,Male,No,2,Graduate,Self-Employed,122400,38510,236000,12,Good,South,35,29-01-2023,1
APP000080,Male,No,1,Graduate,Salaried,17107,3063,99000,84,Good,East,29,22-02-2024,1
APP000064,Male,Yes,1,Graduate,Salaried,48644,2317,214000,24,Good,North,40,10-06-2024,0
APP000020,Male,No,1,Not Graduate,Salaried,42576,2229,147000,120,Good,South,51,08-03-2023,0
APP004237,Male,No,0,Graduate,Salaried,65745,7314,126000,360,Good,South,47,09-10-2023,0
APP003140,Male,No,0,Not Graduate,Self-Employed,139582,23841,66000,60,Bad,North,35,10-12-2024,1
APP001815,Male,No,1,Graduate,Salaried,20564,1850,180000,48,Good,West,36,16-06-2023,0
APP001180,Male,Yes,2,Graduate,Salaried,46738,12404,76000,12,Bad,East,50,10-03-2023,0
APP003170,Male,Yes,0,Graduate,Salaried,26401,4172,51000,240,Good,North,25,12-06-2023,0
APP000333,Male,Yes,2,Graduate,Salaried,73792,14347,81000,360,Good,South,31,17-05-2023,1
APP001484,Male,Yes,0,Graduate,Self-Employed,19875,5367,37000,84,Bad,West,26,14-11-2023,0
APP000742,Male,Yes,3,Graduate,Self-Employed,37231,11918,98000,84,Bad,West,22,20-09-2024,0
APP000717,Female,No,3,Not Graduate,Self-Employed,58453,9238,31000,36,Bad,South,36,25-03-2023,0
APP002535,Female,No,2,Graduate,Salaried,79276,11103,518000,84,Good,South,70,10-03-2023,0
APP004571,Male,No,0,Not Graduate,Salaried,65768,13748,57000,84,Bad,West,38,23-09-2024,0
APP000329,Male,No,4,Not Graduate,Salaried,41446,1431,54000,360,Good,West,55,30-01-2024,0
APP001592,Female,Yes,4,Graduate,Self-Employed,100543,16838,141000,48,Bad,East,39,05-06-2024,0
APP002639,Female,No,0,Not Graduate,Salaried,54988,7510,120000,12,No History,East,45,18-01-2023,0
APP000173,Male,No,0,Graduate,Self-Employed,69877,118,44000,120,Good,East,47,17-07-2024,0
APP004485,Male,Yes,4,Graduate,Self-Employed,95187,19383,50000,12,Good,North,24,20-07-2024,0
APP000666,Male,No,0,Graduate,Self-Employed,73363,11007,103000,24,Good,East,32,07-10-2023,0
APP001253,Male,Yes,0,Not Graduate,Self-Employed,117562,23900,242000,120,Good,South,46,09-07-2024,1
APP001223,Male,Yes,1,Graduate,Salaried,65643,18302,109000,60,Good,East,46,13-03-2023,0
APP002893,Female,Yes,0,Graduate,Salaried,205802.1872,31852,96000,180,No History,West,53,25-12-2024,0
APP002899,Male,Yes,1,Graduate,Salaried,88443,29242,223000,120,Good,North,28,15-04-2024,0
APP000702,Male,Yes,2,Graduate,Self-Employed,40545,5660,114000,12,Good,North,37,16-01-2023,0
APP005338,Male,Yes,2,Not Graduate,Self-Employed,40380,12417,29000,60,Good,North,47,28-10-2024,0
APP004693,Male,No,2,Graduate,Salaried,79050,26552,91000,36,Good,West,30,30-01-2024,0
APP005163,Male,Yes,0,Graduate,Salaried,45477,1231,56000,48,No History,South,56,01-10-2023,0
APP005422,Male,Yes,0,Graduate,Salaried,22595,5547,111000,360,Bad,North,49,18-11-2023,0
APP005017,Male,No,1,Graduate,Self-Employed,33687,10355,140000,120,No History,West,26,08-03-2024,0
APP000244,Male,Yes,0,Graduate,Self-Employed,23026,5935,72000,360,Good,East,42,25-06-2023,0
APP003208,Female,Yes,3,Graduate,Salaried,41917,4470,28000,360,Good,East,42,24-01-2024,0
APP001760,Male,Yes,4,Graduate,Salaried,29773,6776,28000,12,Good,South,41,29-06-2023,1
APP003016,Male,Yes,0,Graduate,Salaried,57604,4601,99000,36,Bad,North,52,08-03-2024,0
APP004855,Female,Yes,1,Graduate,Self-Employed,61343,1733,77000,60,Good,North,40,28-09-2024,0
APP003273,Female,Yes,0,Graduate,Self-Employed,98995,26407,81000,24,Bad,South,36,06-06-2024,1
APP005076,Male,Yes,0,Graduate,Salaried,83875,27354,77000,60,Good,East,26,22-09-2023,0
APP005525,Male,Yes,0,Graduate,Salaried,71485,23985,151000,48,No History,East,36,28-08-2024,1
APP004736,Male,No,0,Graduate,Salaried,17627,4432,100000,120,Good,West,38,10-05-2023,0
APP003723,Female,No,3,Graduate,Salaried,26750,9047,43000,180,Good,West,21,29-04-2023,0
APP002776,Male,Yes,2,Graduate,Salaried,31998,5804,78000,84,Good,North,58,29-08-2024,0
APP005146,Female,Yes,0,Not Graduate,Salaried,23191,6993,72000,180,Good,West,30,30-10-2024,0
APP003146,Male,Yes,0,Graduate,Salaried,58682,4324,89000,48,Bad,East,40,23-06-2024,0
APP004034,Female,Yes,1,Graduate,Self-Employed,38164,9655,91000,240,Good,North,35,12-03-2023,1
APP003964,Female,Yes,1,Graduate,Self-Employed,80672,11478,196000,24,Good,North,42,29-10-2024,0
APP003209,Male,No,3,Graduate,Salaried,16570,1509,177000,240,Good,East,34,11-07-2023,0
APP005745,Male,Yes,0,Not Graduate,Self-Employed,28377,4878,57000,84,Good,South,44,27-01-2023,0
APP003804,Female,Yes,4,Graduate,Self-Employed,72436,4260,94000,36,Good,East,53,11-05-2024,0
APP001173,Female,Yes,0,Graduate,Salaried,29985,8435,60000,180,Good,North,26,20-05-2024,1
APP000445,Female,No,1,Graduate,Self-Employed,23960,8178,392000,60,Good,West,28,09-02-2023,0
APP000641,Male,Yes,0,Graduate,Self-Employed,48644,6632,235000,180,Good,North,54,23-12-2023,0
APP004956,Female,Yes,1,Graduate,Self-Employed,21206,2837,94000,84,Good,South,37,06-02-2024,0
APP001641,Male,Yes,0,Graduate,Salaried,90707,31746,123000,48,Good,South,35,27-04-2023,0
APP000460,Male,Yes,1,Graduate,Self-Employed,47920,6299,190000,24,Good,North,23,25-12-2023,0
APP002755,Female,Yes,0,Graduate,Salaried,96362,15705,50000,36,Good,East,50,29-10-2023,0
APP005611,Male,Yes,0,Graduate,Salaried,34262,4228,150000,60,Good,West,31,14-04-2024,0
APP001642,Female,Yes,1,Not Graduate,Salaried,98808,23904,113000,36,Good,South,57,12-03-2023,0
APP005852,Female,No,1,Not Graduate,Salaried,14477,783,112000,48,Good,West,40,23-06-2024,1
APP000588,Male,Yes,2,Graduate,Salaried,65983,9256,120000,84,Good,South,41,09-08-2023,0
APP000626,Male,Yes,3,Graduate,Self-Employed,29800,9110,307000,60,Good,North,36,10-12-2023,0
APP002236,Female,Yes,1,Not Graduate,Salaried,46975,1372,37000,60,No History,West,21,20-10-2024,0
APP004899,Male,Yes,0,Graduate,Salaried,147625,34661,98000,60,Good,South,23,07-07-2024,0
APP005592,Male,Yes,3,Graduate,Self-Employed,42129,13375,107000,120,Good,East,52,06-06-2024,0
APP002545,Male,No,1,Not Graduate,Salaried,27444,7887,133000,60,Good,North,46,21-08-2023,1
APP003573,Female,Yes,2,Graduate,Salaried,77445,21505,160000,24,Good,West,25,03-06-2023,0
APP000736,Female,Yes,0,Graduate,Salaried,56229,12903,452000,48,Good,South,24,16-09-2023,0
APP001525,Male,Yes,1,Graduate,Self-Employed,105279,36442,67000,360,Good,East,66,05-03-2024,0
APP004168,Male,Yes,0,Graduate,Salaried,69067,8815,107000,60,Good,West,52,25-01-2024,0
APP005696,Male,No,0,Graduate,Self-Employed,37194,9208,241000,120,Good,East,46,29-02-2024,0
APP002444,Female,Yes,0,Graduate,Salaried,59744,5801,110000,120,Good,West,51,29-10-2024,0
APP005442,Male,No,4,Graduate,Salaried,59637,2372,110000,84,Good,North,37,13-11-2023,0
APP002574,Male,No,4,Graduate,Self-Employed,11595.68039,2076,122000,120,Good,East,49,11-05-2024,0
APP002943,Male,Yes,4,Graduate,Salaried,48644,59,107000,24,Good,East,28,22-08-2024,0
APP000337,Female,Yes,3,Not Graduate,Self-Employed,48470,3870,99000,360,Good,West,36,06-11-2023,0
APP003339,Female,Yes,3,Not Graduate,Salaried,82548,15705,110000,24,Good,North,46,20-06-2023,0
APP004441,Female,Yes,1,Graduate,Self-Employed,69367,21019,195000,120,Good,East,29,14-01-2024,0
APP002414,Male,No,1,Graduate,Salaried,63682,6644,95000,36,Good,West,37,05-12-2023,0
APP000280,Female,Yes,2,Graduate,Salaried,73383,14652,85000,120,Good,South,51,27-02-2023,0
APP002531,Female,Yes,0,Graduate,Salaried,60635,18835,125000,60,Good,East,24,28-02-2023,0
APP005515,Male,Yes,0,Graduate,Self-Employed,23556,7727,104000,84,Good,South,27,28-12-2023,0
APP003790,Female,Yes,3,Not Graduate,Self-Employed,54781,10935,121000,84,Good,West,26,31-08-2024,1
APP000877,Female,Yes,3,Graduate,Salaried,80360,20354,91000,240,Good,South,44,07-04-2024,0
APP004580,Female,No,2,Not Graduate,Salaried,29023,845,92000,12,Good,North,47,22-12-2023,0
APP003514,Female,No,1,Graduate,Self-Employed,23335,7065,84000,84,Good,North,23,16-12-2024,0
APP003321,Male,No,2,Graduate,Salaried,38831,12359,87000,60,Good,South,36,13-07-2024,0
APP003282,Male,Yes,0,Graduate,Salaried,47538,13275,54000,240,Good,West,40,19-10-2023,0
APP003898,Female,No,2,Graduate,Self-Employed,33643,1046,43000,180,Good,North,57,04-03-2023,0
APP000139,Male,No,2,Graduate,Salaried,205802.1872,75626,83000,60,Good,East,28,17-08-2024,0
APP002016,Male,Yes,3,Graduate,Salaried,65187,2187,84000,60,Good,North,42,13-11-2023,0
APP000505,Female,No,1,Graduate,Salaried,22725,2459,38000,240,Good,South,26,16-11-2023,0
APP005593,Male,Yes,2,Graduate,Self-Employed,54190,7808,94000,84,Good,East,34,02-09-2024,0
APP002317,Male,Yes,0,Graduate,Self-Employed,24359,5469,244000,48,Bad,West,23,14-12-2024,1
APP002288,Male,No,0,Not Graduate,Salaried,205802.1872,6807,54000,120,Good,South,60,19-05-2023,0
APP001783,Male,Yes,2,Graduate,Salaried,53103,12852,116000,180,Bad,North,35,21-08-2024,0
APP000914,Male,No,0,Graduate,Self-Employed,18796,2646,49000,240,Good,West,29,03-12-2023,0
APP002547,Male,Yes,1,Graduate,Self-Employed,46844,11092,234000,360,Bad,West,36,30-04-2024,1
APP004934,Male,No,0,Not Graduate,Salaried,98800,7717,126000,360,Good,North,50,01-07-2023,0
APP000121,Female,No,4,Graduate,Salaried,65648,13538,63000,180,Good,East,40,18-04-2024,0
APP000388,Male,Yes,0,Graduate,Salaried,76823,21046,114000,84,Good,East,21,28-06-2023,0
APP002471,Male,Yes,0,Not Graduate,Salaried,76673,6232,77000,240,Good,East,21,07-08-2024,0
APP005286,Female,Yes,3,Graduate,Salaried,63075,10199,22000,36,Good,South,25,05-08-2023,0
APP004148,Male,Yes,1,Graduate,Salaried,34315,8149,78000,84,No History,North,60,05-09-2024,0
APP005921,Male,Yes,0,Graduate,Salaried,39610,12910,50000,84,Good,South,28,19-01-2024,0
APP003518,Male,No,0,Not Graduate,Salaried,71117,19060,95000,60,Good,North,40,17-04-2023,0
APP005845,Female,No,0,Not Graduate,Salaried,44243,9959,94000,180,Good,South,40,03-05-2024,0
APP004701,Male,Yes,0,Graduate,Salaried,41982,54,186000,48,Good,West,31,25-02-2023,0
APP002025,Male,Yes,0,Graduate,Self-Employed,59300,19450,78000,36,Good,North,40,13-09-2023,0
