applicant_id,gender,married,dependents,education,employment_type,applicant_income,existing_emi,loan_amount,loan_term_months,credit_history,region,age,application_date,default_status
APP004228,Female,No,4,Not Graduate,self employed,41567.0,3008.0,246000.0,60,1.0,north,49.0,2024-01-21,0
APP004562,Male,Yes,1,Not Graduate,SELF-EMPLOYED,61322.0,1724.0,90000.0,60,1.0,South,55.0,2024-08-10,0
APP002668,Female,Yes,2,Graduate,SELF-EMPLOYED,,30276.0,233000.0,360,1.0,East,41.0,2023-05-17,0
APP003332,Female,Yes,1,Graduate,SELF-EMPLOYED,84764.0,21654.0,176000.0,36,1.0,East,45.0,2024-03-29,0
APP004326,Female,No,1,Not Graduate,self employed,46017.0,3857.0,66000.0,120,0.0,EAST,46.0,2024-09-09,0
APP002979,Female,Yes,4,Graduate,self employed,58865.0,12931.0,88000.0,360,1.0,South,41.0,2024-05-04,0
APP005317,Male,No,1,Graduate,self employed,63048.0,5178.0,252000.0,48,1.0,West,40.0,2024-02-29,0
APP000842,Female,No,0,Graduate,Salaried,39895.0,9372.0,123000.0,120,1.0,North,21.0,2024-01-21,0
APP000308,,Yes,0,Graduate,salaried,60521.0,2366.0,182000.0,36,1.0,South,26.0,2024-11-09,0
APP000596,Male,No,1,Graduate,SELF-EMPLOYED,55259.0,18201.0,321000.0,120,1.0,West,43.0,2023-01-05,0
APP005034,Female,No,0,Graduate,Salaried,41525.0,9598.0,79000.0,120,1.0,EAST,34.0,2023-03-25,0
APP000511,Female,No,3,Not Graduate,SELF-EMPLOYED,74086.0,4849.0,89000.0,360,1.0,West,42.0,2023-10-04,0
APP000132,Male,Yes,2,Graduate,Salaried,23323.0,7187.0,,180,0.0,West,24.0,2023-12-14,0
APP001164,Female,Yes,0,Graduate,Salaried ,85281.0,15898.0,30000.0,240,1.0,North,49.0,2024-09-17,0
APP002311,Male,No,0,Not Graduate,Salaried,63161.0,17670.0,228000.0,48,1.0,South,31.0,2024-10-30,0
APP005043,Male,No,0,Not Graduate,Salaried ,41517.0,12118.0,87000.0,12,,North,47.0,2024-07-08,0
APP004637,Male,No,0,Graduate,Salaried,83814.0,14810.0,134000.0,60,1.0,South,37.0,2024-03-19,0
APP000246,Female,Yes,1,Graduate,Salaried,52245.0,5472.0,149000.0,180,1.0,north,47.0,2023-02-14,0
APP001436,Male,No,1,Graduate,Salaried ,45040.0,5975.0,34000.0,240,1.0,North,33.0,2023-03-21,0
APP002751,Male,Yes,1,Graduate,Self-Employed,36050.0,3344.0,64000.0,36,1.0,South,50.0,2024-03-14,0
APP003091,Male,Yes,1,Graduate,Self-Employed,37354.0,903.0,97000.0,120,1.0,North,33.0,2023-02-19,0
APP004226,Female,Yes,0,Not Graduate,salaried,40272.0,8557.0,60000.0,360,1.0,West,50.0,2023-05-27,0
APP005375,Male,Yes,0,Not Graduate,self employed,66810.0,13880.0,51000.0,12,1.0,north,25.0,2024-06-29,0
APP003203,Male,Yes,0,Graduate,Self-Employed,44164.0,1264.0,40000.0,120,1.0,North,36.0,2024-03-11,0
APP001126,Male,Yes,1,Graduate,Salaried,36867.0,9169.0,113000.0,180,1.0,North,25.0,2024-06-20,0
APP001292,Male,No,0,Graduate,Salaried ,,1723.0,103000.0,60,1.0,South,56.0,2023-10-15,0
APP003220,Female,Yes,1,Graduate,Salaried,83938.0,10830.0,23000.0,84,1.0,North,53.0,2024-05-24,0
APP002842,Female,Yes,1,Graduate,salaried,110864.0,16624.0,267000.0,48,1.0,EAST,39.0,2024-03-23,1
APP003004,Female,Yes,1,Not Graduate,self employed,19546.0,2244.0,88000.0,36,1.0,West ,34.0,2024-02-20,0
APP001168,Male,Yes,0,Graduate,salaried,89366.0,6599.0,79000.0,48,1.0,South,47.0,2024-07-23,0
APP003182,Male,No,3,Graduate,Salaried,66053.0,5111.0,55000.0,36,0.0,West,42.0,2024-08-13,0
APP005424,Male,Yes,0,Not Graduate,Salaried ,87608.0,27867.0,159000.0,120,1.0,North,50.0,2023-09-16,1
APP003024,Male,Yes,3,Graduate,SELF-EMPLOYED,52525.0,14822.0,,60,1.0,West ,30.0,2024-07-03,0
APP004082,Male,No,2,Graduate,Salaried,71474.0,20169.0,58000.0,120,1.0,North,48.0,2023-08-16,0
APP000119,Female,Yes,1,Graduate,Self-Employed,11572.0,1819.0,203000.0,12,1.0,North,36.0,2023-05-15,0
APP002841,Male,Yes,3,Graduate,self employed,34472.0,4152.0,106000.0,60,1.0,South,45.0,2024-08-18,0
APP002652,Male,No,2,Not Graduate,Salaried,31641.0,2537.0,126000.0,180,1.0,North,42.0,2023-12-17,0
APP003549,Male,Yes,2,Graduate,self employed,41185.0,2501.0,37000.0,84,1.0,South,61.0,2024-02-22,0
APP000090,Male,Yes,1,Graduate,Salaried ,44306.0,1980.0,65000.0,60,1.0,South,46.0,2023-03-22,0
APP005590,Female,Yes,1,Graduate,Self-Employed,68152.0,19973.0,122000.0,48,,West,47.0,2023-07-02,0
APP005331,Male,Yes,0,Graduate,Salaried,79783.0,22324.0,,84,1.0,East,21.0,2023-07-07,0
APP004236,Male,Yes,2,Not Graduate,Self-Employed,57706.0,13821.0,337000.0,84,1.0,North,,2024-05-14,0
APP004359,Male,No,0,Graduate,Salaried,71932.0,5032.0,254000.0,360,1.0,East,24.0,2023-01-21,0
APP004413,Female,Yes,1,Graduate,self employed,38717.0,5515.0,180000.0,84,1.0,East,21.0,2024-07-23,1
APP000589,Male,No,1,Graduate,Self-Employed,55426.0,15189.0,41000.0,360,1.0,North,58.0,2024-07-17,0
APP003195,Male,Yes,2,Graduate,Salaried ,29780.0,201.0,90000.0,48,1.0,South,23.0,2024-11-26,0
APP003358,Male,Yes,2,Not Graduate,Self-Employed,36808.0,1387.0,81000.0,120,1.0,East,30.0,2024-07-22,0
APP005834,Male,Yes,3,Not Graduate,Salaried,22187.0,6724.0,57000.0,48,1.0,North,35.0,2023-08-31,0
APP001107,Male,Yes,4,Graduate,Salaried ,24954.0,5514.0,238000.0,60,1.0,West,31.0,2024-08-03,0
APP005961,Male,No,2,Not Graduate,self employed,88230.0,16100.0,71000.0,60,1.0,West,31.0,2023-11-07,0
APP000682,Male,No,0,Graduate,Self-Employed,79372.0,14551.0,56000.0,60,1.0,North,34.0,2024-05-09,0
APP000709,Male,Yes,1,Graduate,Salaried,35205.0,6469.0,89000.0,36,1.0,South,37.0,2024-08-23,0
APP005900,Male,No,0,Not Graduate,Salaried ,51957.0,12152.0,144000.0,36,1.0,South,37.0,2024-11-09,0
APP001626,Female,Yes,0,Graduate,Salaried ,20958.0,6781.0,227000.0,84,1.0,West,28.0,2024-04-22,0
APP001833,Female,No,2,Graduate,Self-Employed,48435.0,2422.0,178000.0,48,1.0,EAST,60.0,2024-10-20,1
APP000413,Female,No,1,Graduate,SELF-EMPLOYED,80771.0,3155.0,194000.0,60,1.0,South,29.0,2023-08-23,0
APP004603,Female,Yes,0,Graduate,Salaried ,64876.0,15852.0,63000.0,180,,West,50.0,2023-06-24,0
APP001649,Female,No,1,Graduate,SELF-EMPLOYED,152024.0,15720.0,109000.0,240,,West ,44.0,2024-12-21,0
APP005545,Female,Yes,4,Not Graduate,self employed,52318.0,9619.0,137000.0,36,0.0,East,29.0,2024-08-05,0
APP001290,Male,No,0,Graduate,Salaried,61058.0,10560.0,71000.0,60,1.0,North,34.0,2023-10-18,0
APP003450,Male,No,4,Graduate,Salaried ,57725.0,17143.0,105000.0,36,1.0,East,41.0,2023-10-09,1
APP000978,Male,Yes,1,Graduate,Salaried,139289.0,40168.0,40000.0,36,1.0,East,55.0,2023-01-15,0
APP003379,Male,No,3,Not Graduate,Salaried,28858.0,4781.0,59000.0,360,1.0,north,57.0,2024-02-26,0
APP001547,Female,Yes,3,Graduate,self employed,,1336.0,186000.0,120,1.0,East,52.0,2023-02-13,0
APP004781,Male,No,2,Not Graduate,self employed,84002.0,5747.0,114000.0,180,1.0,North,46.0,2023-05-26,0
APP004288,Male,No,3,Graduate,Self-Employed,70702.0,17291.0,171000.0,60,1.0,EAST,25.0,2024-09-15,0
APP003369,Male,Yes,3,Graduate,Self-Employed,13123.0,2949.0,87000.0,60,1.0,north,21.0,2024-01-31,0
APP002022,Male,Yes,3,Graduate,salaried,59944.0,11159.0,121000.0,360,1.0,East,39.0,2024-10-26,1
APP000857,Male,No,1,Graduate,salaried,94125.0,24020.0,68000.0,24,1.0,West,,2023-02-06,0
APP002960,Female,Yes,4,Graduate,Self-Employed,35301.0,10157.0,59000.0,180,1.0,West,52.0,2023-07-19,0
APP005560,Female,Yes,3,Graduate,Salaried,22798.0,1940.0,125000.0,24,1.0,South,48.0,2024-10-14,0
APP005206,Male,No,0,Not Graduate,salaried,78594.0,11493.0,218000.0,48,1.0,West ,26.0,2024-10-02,1
APP003645,Female,Yes,1,Graduate,Salaried,23145.0,6191.0,55000.0,180,1.0,East,36.0,2024-07-20,0
APP002881,Male,No,4,Graduate,salaried,31439.0,7132.0,290000.0,60,1.0,West,47.0,2023-02-15,1
APP004799,Male,No,0,Graduate,salaried,76504.0,9540.0,146000.0,60,0.0,North,31.0,2023-02-26,0
APP004062,Male,Yes,1,Graduate,Salaried ,42120.0,6306.0,84000.0,120,1.0,East,47.0,2024-12-06,0
APP005112,Female,Yes,1,Graduate,Self-Employed,24631.0,6595.0,273000.0,36,1.0,West,45.0,2023-10-28,0
APP003350,Male,Yes,2,Not Graduate,Salaried ,91673.0,5908.0,45000.0,84,1.0,North,40.0,2024-01-18,0
APP001551,Female,No,3,Not Graduate,Salaried ,81302.0,6470.0,58000.0,240,0.0,West ,54.0,2023-06-25,1
APP000422,Female,Yes,3,Not Graduate,Salaried,36642.0,12435.0,47000.0,60,1.0,South,28.0,2023-09-19,0
APP001699,Female,Yes,4,Graduate,Salaried ,34691.0,4412.0,90000.0,36,1.0,South,34.0,2024-10-07,1
APP004150,Female,No,2,Graduate,Salaried,,5493.0,92000.0,24,1.0,EAST,22.0,2024-10-02,0
APP000357,Male,No,2,Graduate,Salaried ,51353.0,10510.0,42000.0,12,1.0,North,27.0,2023-01-08,0
APP000967,Female,No,1,Not Graduate,Self-Employed,46271.0,10862.0,70000.0,36,1.0,East,62.0,2024-01-12,1
APP001324,Male,No,1,Graduate,Salaried ,111877.0,31711.0,214000.0,24,1.0,West,47.0,2024-04-04,0
APP002347,Female,No,3,Graduate,Salaried,66656.0,11656.0,62000.0,240,1.0,West,27.0,2023-06-05,0
APP002786,Male,Yes,4,Not Graduate,Self-Employed,42786.0,9588.0,159000.0,120,,West ,40.0,2023-12-25,1
APP001460,Female,Yes,4,Graduate,self employed,27119.0,1254.0,127000.0,36,1.0,East,40.0,2024-01-28,0
APP001956,Female,Yes,0,Not Graduate,Salaried,29467.0,3308.0,111000.0,240,1.0,South,47.0,2023-06-28,0
APP000487,Male,No,2,Graduate,Salaried,36951.0,11710.0,89000.0,36,1.0,North,35.0,2023-05-16,0
APP002721,Female,No,1,Graduate,Salaried,27314.0,5739.0,45000.0,120,1.0,West,27.0,2023-07-09,0
APP003029,Female,Yes,0,Graduate,Self-Employed,100995.0,23631.0,167000.0,240,1.0,West,21.0,2024-09-08,0
APP003316,Female,Yes,3,Graduate,Salaried,33233.0,7874.0,54000.0,360,0.0,South,35.0,2024-05-12,1
APP005409,Male,Yes,1,Graduate,self employed,44432.0,4941.0,497000.0,360,1.0,South,31.0,2023-10-12,0
APP003251,Male,Yes,0,Graduate,Salaried,47095.0,5425.0,64000.0,360,1.0,South,28.0,2024-08-21,0
APP003279,Male,No,0,Graduate,Salaried,41838.0,1364.0,122000.0,24,1.0,North,48.0,2024-07-24,0
APP004906,Male,No,1,Not Graduate,salaried,111668.0,32878.0,134000.0,180,,north,44.0,2023-04-08,0
APP000400,Female,Yes,0,Graduate,Self-Employed,77973.0,15977.0,101000.0,48,1.0,South,47.0,2023-09-16,0
APP000639,Male,No,0,Graduate,Salaried ,24755.0,4344.0,261000.0,60,1.0,North,30.0,2024-01-29,0
APP002030,Female,Yes,2,Not Graduate,Salaried ,44024.0,5479.0,342000.0,360,1.0,north,37.0,2023-09-26,0
APP005761,Female,No,2,Graduate,Salaried,26948.0,3640.0,66000.0,48,1.0,South,31.0,2023-10-01,0
APP003587,Male,No,0,Graduate,Salaried,31135.0,10329.0,148000.0,240,1.0,North,34.0,2023-04-24,1
APP001262,Female,No,0,Graduate,SELF-EMPLOYED,,13112.0,141000.0,360,1.0,West,54.0,2024-09-02,0
APP002589,Male,Yes,1,Graduate,Salaried,69524.0,10125.0,80000.0,180,0.0,South,43.0,2023-01-15,1
APP000581,Male,No,1,Not Graduate,Salaried,31483.0,1000.0,64000.0,360,1.0,South,55.0,2024-07-30,0
APP001906,Male,No,2,Graduate,Salaried ,23821.0,7183.0,337000.0,120,1.0,North,53.0,2023-05-04,0
APP002700,Female,No,2,Graduate,Salaried ,22413.0,1826.0,62000.0,48,1.0,West,40.0,2023-12-21,0
APP000918,Female,No,1,Graduate,Salaried,82146.0,21085.0,113000.0,180,1.0,South,26.0,2024-02-01,0
APP004330,Female,No,3,Graduate,Salaried,50044.0,1222.0,,60,,South,37.0,2023-08-13,0
APP004984,Female,Yes,0,Not Graduate,self employed,47269.0,2119.0,76000.0,120,,North,46.0,2023-06-20,0
APP005931,Male,Yes,3,Not Graduate,Salaried ,82644.0,18478.0,418000.0,240,1.0,North,27.0,2023-03-20,0
APP000393,Male,Yes,1,Not Graduate,Salaried,71614.0,17863.0,,120,0.0,East,23.0,2024-01-04,1
APP001144,Male,No,0,Graduate,Self-Employed,28594.0,2578.0,84000.0,180,1.0,East,50.0,2024-07-27,0
APP000888,Male,Yes,4,Graduate,salaried,45042.0,567.0,60000.0,360,1.0,South,42.0,2024-11-17,0
APP005843,Male,No,1,Not Graduate,Self-Employed,26577.0,2273.0,44000.0,240,1.0,East,30.0,2024-09-10,0
APP000007,Male,Yes,0,Graduate,Salaried,23138.0,5997.0,41000.0,24,1.0,West ,51.0,2023-10-23,0
APP004254,Male,Yes,2,Graduate,Salaried ,122598.0,13131.0,186000.0,60,1.0,North,33.0,2024-08-18,0
APP001748,Male,No,3,Graduate,SELF-EMPLOYED,57647.0,10259.0,207000.0,12,1.0,West,38.0,2023-10-01,0
APP000268,Female,Yes,0,Graduate,self employed,30747.0,8312.0,149000.0,120,1.0,West,25.0,2024-05-27,0
APP002988,Male,No,0,Not Graduate,SELF-EMPLOYED,24844.0,3159.0,117000.0,48,1.0,West,48.0,2024-11-01,0
APP001500,Female,Yes,2,Not Graduate,Self-Employed,40136.0,5448.0,64000.0,84,1.0,North,43.0,2024-05-07,0
APP001314,Female,No,0,Graduate,Self-Employed,38986.0,12602.0,117000.0,36,0.0,West ,29.0,2023-06-18,1
APP005469,Female,Yes,2,Not Graduate,Salaried,57553.0,4501.0,69000.0,48,1.0,South,36.0,2023-06-02,0
APP001376,Female,No,0,Graduate,Salaried,30534.0,6520.0,194000.0,60,1.0,EAST,51.0,2024-11-05,0
APP002784,Female,Yes,1,Not Graduate,Self-Employed,63430.0,5652.0,59000.0,48,1.0,East,22.0,2024-10-14,0
APP005074,,No,1,Not Graduate,Salaried ,23829.0,5671.0,154000.0,36,1.0,South,43.0,2024-01-29,0
APP005497,Male,Yes,2,Not Graduate,Self-Employed,36568.0,3316.0,132000.0,180,0.0,East,31.0,2024-07-16,1
APP000572,Female,Yes,0,Graduate,salaried,66467.0,14240.0,51000.0,36,1.0,north,21.0,2023-08-30,0
APP003020,Female,Yes,1,Graduate,Salaried,58356.0,3739.0,72000.0,24,0.0,North,36.0,2023-07-23,0
APP002398,Male,Yes,0,Graduate,Salaried,100753.0,29610.0,296000.0,60,1.0,East,31.0,2023-01-15,0
APP004105,Male,Yes,0,Graduate,salaried,36305.0,11915.0,43000.0,84,1.0,West ,47.0,2023-05-25,0
APP005161,Female,No,1,Graduate,Self-Employed,40145.0,2664.0,208000.0,120,1.0,North,41.0,2024-09-16,0
APP002937,Female,Yes,0,Graduate,salaried,48911.0,11588.0,160000.0,120,1.0,East,42.0,2024-10-31,0
APP002655,Female,Yes,1,Not Graduate,Salaried,41198.0,4378.0,57000.0,36,1.0,East,30.0,2023-08-10,0
APP000793,Male,No,3,Graduate,Salaried,30608.0,7337.0,204000.0,36,,South,27.0,2023-12-12,0
APP005847,Male,No,1,Graduate,Salaried,60703.0,159.0,136000.0,36,1.0,West ,44.0,2024-10-24,1
APP000518,Female,Yes,2,Graduate,Salaried,,12425.0,55000.0,180,1.0,East,25.0,2024-09-22,0
APP000787,Female,Yes,0,Not Graduate,SELF-EMPLOYED,24791.0,996.0,104000.0,84,1.0,West,57.0,2024-03-05,0
APP005554,Female,Yes,2,Not Graduate,self employed,58262.0,6394.0,223000.0,60,1.0,East,58.0,2023-07-09,0
APP001374,Male,Yes,1,Graduate,Self-Employed,87954.0,9615.0,288000.0,24,1.0,West,32.0,2023-12-31,1
APP005959,Female,Yes,1,Not Graduate,self employed,37017.0,5229.0,108000.0,60,1.0,East,38.0,2023-10-04,0
APP004285,Male,No,1,Not Graduate,Self-Employed,19238.0,727.0,94000.0,24,1.0,South,27.0,2023-08-10,0
APP005030,Male,Yes,1,Not Graduate,Salaried,30589.0,8523.0,44000.0,60,1.0,North,47.0,2024-04-04,0
APP002300,Male,Yes,3,Graduate,Salaried ,,7971.0,72000.0,120,1.0,North,39.0,2024-01-10,0
APP005918,Female,Yes,2,Graduate,self employed,21161.0,591.0,78000.0,120,1.0,North,35.0,2023-07-12,0
APP002114,Female,No,0,Graduate,Salaried ,62344.0,2698.0,77000.0,36,1.0,South,28.0,2024-06-19,0
APP004266,Male,No,2,Not Graduate,Salaried,117436.0,29023.0,121000.0,48,1.0,North,26.0,2023-08-03,0
APP000052,Female,Yes,2,Graduate,self employed,28619.0,1321.0,100000.0,240,1.0,North,66.0,2024-06-08,0
APP004589,Female,Yes,2,Not Graduate,Salaried,38296.0,12355.0,546000.0,36,1.0,North,57.0,2024-12-27,0
APP003427,Male,Yes,1,Not Graduate,SELF-EMPLOYED,62303.0,11495.0,69000.0,120,1.0,South,42.0,2023-05-11,0
APP004954,Female,Yes,2,Graduate,Salaried ,84589.0,7256.0,80000.0,84,,West,30.0,2023-04-16,0
APP000512,Male,No,0,Not Graduate,Salaried,70259.0,814.0,85000.0,180,1.0,East,38.0,2024-11-04,0
APP004697,Male,Yes,3,Graduate,SELF-EMPLOYED,16507.0,1465.0,287000.0,24,0.0,South,37.0,2023-10-05,0
APP005158,Female,Yes,0,Graduate,Salaried,26487.0,1435.0,143000.0,48,,West,41.0,2023-12-03,0
APP001885,Male,Yes,0,Graduate,Self-Employed,89254.0,284.0,85000.0,360,1.0,North,35.0,2023-09-08,0
APP000675,Male,Yes,2,Graduate,Salaried,21113.0,634.0,201000.0,120,1.0,East,26.0,2023-04-10,0
APP003391,Male,Yes,1,Graduate,Salaried ,61715.0,21316.0,84000.0,180,1.0,South,30.0,2023-06-30,0
APP005774,Female,Yes,1,Graduate,self employed,74614.0,11340.0,86000.0,36,0.0,West,32.0,2024-08-08,0
APP000651,Male,Yes,0,Graduate,salaried,29738.0,4669.0,46000.0,48,1.0,north,43.0,2023-05-04,0
APP004058,Male,Yes,1,Graduate,self employed,33171.0,4758.0,161000.0,48,1.0,north,30.0,2024-02-17,0
APP000213,Female,No,2,Not Graduate,SELF-EMPLOYED,128216.0,27645.0,21000.0,48,1.0,North,48.0,2024-07-21,0
APP003442,Male,Yes,1,Not Graduate,Self-Employed,31847.0,2135.0,160000.0,24,1.0,EAST,25.0,2023-08-31,0
APP005233,Female,Yes,0,Graduate,Salaried ,117481.0,36434.0,66000.0,180,,North,33.0,2024-07-23,0
APP004641,Female,No,0,Graduate,Salaried,35438.0,1826.0,104000.0,60,1.0,West ,29.0,2023-09-29,0
APP001628,Male,No,0,Not Graduate,Salaried,21492.0,4700.0,156000.0,120,1.0,West ,26.0,2024-04-23,0
APP004866,Female,Yes,0,Not Graduate,Salaried,48018.0,11233.0,83000.0,360,1.0,East,47.0,2024-01-23,0
APP002587,Male,Yes,1,Not Graduate,Salaried,59601.0,3006.0,276000.0,120,1.0,EAST,44.0,2024-12-06,0
APP000061,Male,Yes,2,Graduate,Salaried,46025.0,3502.0,69000.0,360,1.0,north,34.0,2024-09-30,0
APP003546,Male,No,0,Not Graduate,Self-Employed,75344.0,17374.0,46000.0,60,1.0,EAST,45.0,2024-07-27,0
APP005556,Female,Yes,3,Graduate,Salaried,49270.0,9230.0,74000.0,84,1.0,West ,37.0,2024-02-03,0
APP003325,Female,No,0,Graduate,self employed,51199.0,17229.0,73000.0,120,1.0,North,43.0,2024-01-04,0
APP000492,Female,Yes,0,Not Graduate,Self-Employed,29412.0,1662.0,148000.0,240,1.0,East,24.0,2023-06-01,0
APP000397,,Yes,3,Not Graduate,Salaried ,53225.0,5757.0,302000.0,120,1.0,EAST,21.0,2024-11-11,0
APP002387,Male,Yes,0,Not Graduate,Self-Employed,30876.0,6145.0,119000.0,84,1.0,South,54.0,2024-02-10,0
APP000279,Female,Yes,0,Not Graduate,Self-Employed,118075.0,38917.0,218000.0,12,1.0,North,38.0,2023-07-23,0
APP002865,Male,No,1,Graduate,Salaried,20637.0,3330.0,203000.0,180,1.0,north,24.0,2024-08-21,1
APP003781,Male,No,4,Graduate,Salaried ,55871.0,7116.0,132000.0,48,1.0,East,21.0,2024-08-23,0
APP002306,Male,No,2,Graduate,Salaried,29354.0,5080.0,32000.0,24,0.0,East,32.0,2023-04-10,0
APP005530,Male,No,3,Graduate,salaried,80195.0,23279.0,97000.0,60,1.0,South,39.0,2024-05-28,0
APP000182,Male,Yes,4,Graduate,self employed,53471.0,5226.0,186000.0,360,1.0,West,36.0,2023-04-27,0
APP000423,Male,No,2,Graduate,SELF-EMPLOYED,30391.0,1275.0,77000.0,60,1.0,South,37.0,2024-11-28,0
APP004353,Male,Yes,3,Graduate,SELF-EMPLOYED,104462.0,23017.0,117000.0,120,1.0,EAST,39.0,2024-04-20,0
APP001061,Female,Yes,0,Graduate,Salaried,57734.0,15149.0,162000.0,84,0.0,South,31.0,2023-09-07,1
APP004474,Male,Yes,1,Graduate,Salaried ,19194.0,6481.0,51000.0,84,1.0,North,47.0,2023-11-24,0
APP000662,Female,Yes,1,Not Graduate,Salaried,53217.0,6408.0,126000.0,60,1.0,East,39.0,2024-11-14,0
APP002901,Male,No,4,Graduate,Salaried,,23173.0,48000.0,24,1.0,West ,35.0,2024-03-23,0
APP003165,Male,No,4,Graduate,Salaried,101899.0,9831.0,64000.0,84,,EAST,34.0,2024-02-17,0
APP004536,,No,3,Not Graduate,Self-Employed,,5012.0,48000.0,60,1.0,West,38.0,2023-04-08,0
APP000351,Male,Yes,2,Graduate,Self-Employed,51352.0,13527.0,101000.0,240,1.0,East,52.0,2023-03-01,0
APP000063,Female,No,0,Graduate,SELF-EMPLOYED,45136.0,12221.0,70000.0,60,1.0,West ,52.0,2023-09-10,0
APP004319,Male,Yes,1,Graduate,salaried,61838.0,6261.0,550000.0,48,1.0,East,42.0,2023-08-18,0
APP000610,Female,Yes,0,Graduate,Salaried ,62025.0,4208.0,147000.0,60,0.0,West,47.0,2023-02-04,0
APP001764,Male,Yes,2,Graduate,Salaried,60463.0,3037.0,198000.0,180,1.0,South,21.0,2023-12-02,0
APP003977,Male,No,0,Not Graduate,Self-Employed,106741.0,24838.0,151000.0,360,1.0,EAST,41.0,2023-05-27,0
APP000078,Male,Yes,3,Not Graduate,Self-Employed,38922.0,12222.0,93000.0,60,0.0,South,52.0,2023-06-12,0
APP005092,Male,Yes,1,Graduate,salaried,38079.0,4946.0,106000.0,60,1.0,north,35.0,2023-03-09,0
APP004830,Male,No,0,Graduate,salaried,31512.0,7622.0,93000.0,48,0.0,north,41.0,2023-10-04,0
APP001257,Male,Yes,4,Graduate,Self-Employed,62269.0,20754.0,121000.0,84,1.0,EAST,59.0,2023-01-22,0
APP001047,Male,Yes,0,Graduate,SELF-EMPLOYED,49814.0,3687.0,63000.0,48,1.0,North,29.0,2024-07-27,0
APP000824,Male,Yes,0,Graduate,Self-Employed,22070.0,1119.0,113000.0,360,1.0,north,31.0,2023-07-24,0
APP005478,Female,Yes,0,Graduate,Self-Employed,33564.0,6589.0,47000.0,120,1.0,South,61.0,2024-12-01,0
APP003931,Female,No,1,Graduate,Salaried ,75966.0,18148.0,111000.0,180,,South,24.0,2023-12-02,0
APP000696,Female,No,4,Graduate,Salaried,48482.0,13564.0,35000.0,120,1.0,EAST,42.0,2023-07-24,0
APP001272,Female,Yes,1,Graduate,salaried,36265.0,2967.0,74000.0,24,0.0,East,23.0,2024-06-18,1
APP003219,Female,Yes,0,Graduate,Salaried,22504.0,6899.0,165000.0,12,1.0,East,44.0,2024-11-16,0
APP002663,Male,Yes,0,Graduate,salaried,50223.0,10119.0,49000.0,180,1.0,north,38.0,2024-07-14,0
APP005302,Male,Yes,0,Graduate,Self-Employed,36399.0,11101.0,37000.0,360,0.0,North,37.0,2023-02-13,0
APP000187,Female,Yes,0,Graduate,Salaried,103065.0,3494.0,216000.0,60,1.0,East,34.0,2024-05-14,0
APP004336,Male,Yes,2,Not Graduate,Salaried,67198.0,6351.0,182000.0,60,1.0,West,24.0,2024-12-14,0
APP005971,Female,Yes,3,Graduate,Salaried,38878.0,12535.0,121000.0,48,,South,36.0,2024-03-29,0
APP002020,Female,Yes,3,Graduate,self employed,32161.0,4399.0,48000.0,180,1.0,North,25.0,2023-01-03,0
APP000547,Male,Yes,0,Graduate,Self-Employed,31993.0,7176.0,72000.0,36,1.0,West,29.0,2024-08-18,0
APP000636,Male,Yes,3,Graduate,Salaried ,41482.0,6716.0,90000.0,60,,West,42.0,2024-07-14,0
APP004623,Male,Yes,0,Graduate,salaried,14932.0,5130.0,445000.0,60,1.0,West,59.0,2024-09-03,0
APP002255,Female,Yes,0,Not Graduate,Salaried,22668.0,5023.0,60000.0,240,1.0,East,51.0,2024-08-25,0
APP003060,Female,No,1,Not Graduate,Salaried,31685.0,7102.0,74000.0,180,0.0,South,22.0,2024-08-29,1
APP000688,Male,No,4,Graduate,self employed,25629.0,8059.0,56000.0,12,0.0,north,21.0,2024-11-18,1
APP004608,Male,No,1,Graduate,Salaried,49596.0,15942.0,110000.0,36,1.0,East,43.0,2024-04-24,0
APP003352,Male,Yes,0,Graduate,Salaried,75183.0,19311.0,85000.0,120,0.0,north,21.0,2024-07-11,0
APP005248,Female,No,1,Not Graduate,Salaried ,18621.0,3012.0,86000.0,60,1.0,South,47.0,2023-06-13,0
APP003166,Male,Yes,1,Graduate,Self-Employed,45875.0,7768.0,239000.0,180,0.0,north,55.0,2023-02-24,1
APP000768,Female,Yes,0,Graduate,Self-Employed,118150.0,22692.0,41000.0,360,0.0,West,39.0,2024-12-18,1
APP005609,Male,Yes,0,Graduate,Salaried ,38257.0,6404.0,139000.0,60,1.0,East,43.0,2024-04-05,0
APP000256,Male,Yes,0,Graduate,Salaried,50927.0,9504.0,71000.0,12,1.0,East,40.0,2024-09-26,0
APP004045,Male,No,0,Graduate,Salaried,40585.0,9336.0,52000.0,84,1.0,North,29.0,2023-01-28,0
APP004066,Male,Yes,1,Graduate,Salaried ,80315.0,5813.0,82000.0,180,0.0,West ,33.0,2024-10-30,0
APP005389,Male,No,2,Graduate,Salaried ,194220.0,44108.0,33000.0,120,1.0,West,45.0,2024-08-02,1
APP001648,Female,No,1,Not Graduate,Salaried,51008.0,2882.0,111000.0,36,1.0,West ,48.0,2024-03-29,0
APP004016,Male,Yes,3,Graduate,salaried,42200.0,12819.0,78000.0,240,1.0,North,43.0,2023-01-13,0
APP000952,Female,Yes,1,Graduate,self employed,50327.0,10051.0,409000.0,84,1.0,EAST,,2023-04-18,1
